group,sentence,source
引用名言,"""好雨知时节，当春乃发生。""伴着绵绵春雨，新学期开始了。",
引用名言,"俗话说：""三百六十行，行行出状元。""我们班就有一位""小状元""。",
景物描写,清晨，一缕阳光透过窗帘，轻轻地洒在我的脸上，新的一天开始了。,
景物描写,秋风送爽，金黄的落叶铺满了校园的小路，踩上去发出沙沙的声音。,
景物描写,窗外，雨淅淅沥沥地下着，我趴在窗台上，望着朦胧的远方，思绪万千……,
景物描写,冬日的早晨，天空飘起了鹅毛大雪，整个世界变成了银白色的童话。,
景物描写,傍晚，天忽然变得阴沉沉的，霎时间，狂风呼啸，黄沙伴着灰尘弥满了整个天空。,
景物描写,夜幕降临，华灯初上，城市的夜晚是那么迷人，那么璀璨。,
景物描写,春天的校园，花团锦簇，绿树成荫；夏天的校园，知了声声，热情似火。,
景物描写,阳光慵懒的午后，小院沉浸在一片金黄之中，爷爷的身影显得格外矫健。,
景物描写,盛夏的夜晚，蝉声阵阵，星光点点，整个村庄都沉浸在虫鸣与稻香中。,
景物描写,蔚蓝的天空中，飘着几朵悠闲的白云，像棉花糖一样柔软可爱。,
景物描写,月亮悄悄地爬上树梢，把柔和的银光洒满了整个院子。,
景物描写,路旁的小溪清澈见底，水中的鹅卵石圆润光滑，在阳光下闪着光。,
景物描写,推开窗，一阵花香扑鼻而来，原来是院子里的桂花开满了枝头。,
景物描写,雪花纷纷扬扬地从天上飘落下来，像无数个白色的小精灵在空中舞蹈。,
景物描写,满天的繁星像无数双眼睛，在夜空中静静地注视着大地。,
景物描写,雨后的天空格外清澈，一道彩虹横跨天际，美得让人挪不开眼睛。,
景物描写,春天来了，山坡上的桃花、杏花、梨花都开了，远远望去，像一片灿烂的云霞。,
景物描写,教室里静悄悄的，只有窗外的风声和偶尔传来的几声鸟鸣。,
景物描写,黄昏时分，天边的晚霞像一幅五彩斑斓的油画，把整个天空染成了橘红色。,
景物描写,老屋的墙角长满了青苔，几株野花从缝隙中探出头来，点缀着这古老的院落。,
景物描写,大山像一位慈祥的老人，静静地坐在那里，守护着山脚下的小村庄。,
景物描写,海风吹来，带着咸咸的味道，海浪轻轻地拍打着礁石，发出哗哗的声响。,
景物描写,秋天的田野，稻浪翻滚，金灿灿的，像铺了一地的金子。,
景物描写,窗台上的那盆绿萝，垂下了长长的藤蔓，像一道绿色的瀑布。,
景物描写,晨雾像一层薄纱，轻轻笼罩着远山和村庄，一切都朦朦胧胧的，宛如仙境。,
对话描写,"""你能教我画画吗？""我鼓起勇气问坐在旁边的同学。就这样，我们成了好朋友。",
对话描写,"""加油！你一定行的！""妈妈的这句话至今回荡在我耳边。",
对话描写,"""懒虫！快八点了！再不起床就要迟到了！听到了没有！我要掀被窝了！""妈妈河东狮吼般地叫着。",
对话描写,"""快看，快看！""走廊上传来同学们的声音。他们到底在干什么呢？别急，听我慢慢道来。",
对话描写,"""呜呜呜""今天在作文班的时候，我和我的朋友发生了争吵，她甚至哭了起来……",
对话描写,"""妈妈，我可以养一只小狗吗？""我小心翼翼地试探着问。",
对话描写,"""你怎么又考砸了？""爸爸叹了口气，没有训我，只是默默走开了。那背影让我心里一酸。",
对话描写,"""今天是个特别的日子哦！""奶奶神秘地笑着，手里捧着一个盒子。",
对话描写,"""别怕，有我在。""朋友轻轻握住我的手，那一刻，所有的紧张都消失了。",
对话描写,"""你要相信我。""她一字一顿地说，眼神里满是坚定。",
对话描写,"""这道题我来教你吧！""同桌热情地凑过来，耐心地给我讲解。",
对话描写,"""再见，故乡。""我望着车窗外飞速后退的村庄，在心里默默道别。",
外貌描写,我，一个贪吃懒惰的孩子，顺理成章地长成了一副猪八戒模样，日趋膨胀的肥脸，把本来就不大的眼睛挤得越来越小了。,
外貌描写,"我有一个怪妈妈，待我好时温柔似水，什么""宝贝儿""""乖乖""对我亲不够；可待我孬时，咬牙切齿胡吼乱骂。",
外貌描写,上课铃响了，只见一位身穿黑色西装，白色衬衣上打着一条蓝格子领带的青年男教师跨着大步走进教室。,
外貌描写,她有一双水汪汪的大眼睛，笑起来两个小酒窝像盛满了蜜。,
心理描写,第一次看到自己的文章变成铅字被刊登在报纸上，激动、骄傲、自信等一切幸福的感觉一起涌来。,
心理描写,"那是我第一次参加演讲比赛，站在台上，我的心像揣了一只小兔子，""怦怦""跳个不停。",
心理描写,看着妈妈渐渐远去的背影，我的鼻子一酸，眼泪不争气地流了下来。,
心理描写,我呆呆地站在门口，心里像打翻了五味瓶——是后悔，是难过，还是愧疚？,
环境烘托,秋风习习，一轮皎洁的圆月挂在深邃的夜空中。温柔的月光如流水倾泻而下，神秘而美好。,
环境烘托,夜，静静的，一轮明月挂在空中，是那样的皎洁。我躺在床上，望着深蓝色的夜空，思绪万千。,
环境烘托,"考场里静得可怕，只有笔尖在纸上""沙沙""作响。我深吸一口气，开始了答题。",
环境烘托,雨哗哗地下着，整个世界都被笼罩在雨幕中。我撑着伞，站在校门口焦急地等待着……,
对比引入,有人喜爱幽静的湖畔，有人喜爱热闹非凡的外滩，我却喜爱风景迷人的翠湖。,
对比引入,有人喜欢娇艳欲滴的玫瑰，有人喜欢雍容华贵的牡丹，而我却喜欢出淤泥而不染的荷花。,
对比引入,如果说母亲的爱如水一般深远，那么父亲的爱就如山一般厚重了。,
引用歌词,"""我是一只小小小小鸟，想要飞却怎么也飞不高……""我唱着歌，背着沉重的书包走在回家的路上。",
引用歌词,"""池塘边的榕树上，知了在声声叫着夏天……""每当听到这首歌，我就想起了我的童年。",
引用歌词,"""长亭外，古道边，芳草碧连天……""毕业了，我们唱着这首歌，哭着笑着说再见。",
深情表白,妈妈，我想对您说：您是世界上最爱我的人，也是我最爱的人。,
深情表白,老师，六年来，您像一盏明灯，照亮了我前行的路。谢谢您！,
梦幻遐想,夜，深了。我躺在床上，望着窗外的星空，思绪飘向了二十年后的世界……,
梦幻遐想,一天，我正思考一道难题，突然看到桌上放着一个小瓶子，打开盖子，一阵奇异的香气将我带入了另一个世界……,
特写镜头,夜，深了。母亲坐在昏黄的灯光下，一针一线地为我缝补着书包。那个背影，我永远忘不了。,
特写镜头,一双手，布满了老茧和裂纹——那是爸爸的手。当它轻轻抚摸我的头时，却温柔得像春风。,
先声夺人,"""哈哈哈！""""谁来救救我，我笑得肚子痛！""是谁在那儿笑得那么欢乐？是我们班同学在玩游戏呢！",
先声夺人,"""哎哟！""一声惨叫从厨房传来，我赶紧跑过去一看，只见妈妈捂着手，脸上却挂着笑。",
